name,URL,update_time,description,location,category,stage,social_media,age,create_time,close_time,employees,type,source
Zarla Inc,https://www.zarla.com/website-builder,None,We create AI-powered tools that help entrepreneurs and startups launch their businesses faster.,"United States, Claymont, DE 19703",['Other'],None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Happy Haus,https://happyhauspros.com/holiday-lighting/,None,"Welcome to Happy Haus! We are your premier Christmas light installers near Portland. Brighten up your festive season with our expert team, dedicated to transforming your home into a magical winter wonderland. We ensure a joyful, stress-free experience, from elegant designs to dazzling displays. Create lasting memories with Happy Haus. Book now and make this holiday season extraordinary!","United States, Portland, OR 97224",['Other'],Mature,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
"Martha's Vineyard Endodontics, P.C.",https://marthasvineyardendo.com,None,Phone: 508-687-9950,"United States, Vineyard Haven, MA 02568",['Healthcare / Medical Services'],None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Luna Restaurant,http://lunaristorante.us,None,Phone: 925-691-4080,"United States, Concord, CA 94520",['Other'],None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
DreSlay,https://dreslay.chrone.work/,None,"DreSlay, the premier hair salon in Cincinnati, is where you'll find the most talented Stylists and Hairdressers in town. Offering a wide range of services, from Knotless Braids to Stitches Ponytails and Braids, we pride ourselves on delivering personalized and one-on-one styling experiences. Our dedicated team creates a relaxed and comfortable environment, catering to the individual needs of each client, including kids. With expertise in both traditional and contemporary styles, DreSlay guarantees exceptional quality at affordable prices. Trust us to treat your hair with the utmost care and attention to detail, ensuring a flawless and impeccable finish. Experience the excellence of haircare at DreSlay. Best Hair Dressers in Cincinnati. Book us on : https://dreslay.chrone.work/","United States, cincinnati, OH 45223",['Startup Services'],None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Highlands City Termite Removal Experts,https://www.termitecranberrytownship.com/,None,"Description:
	Highlands City Termite Removal Experts is the leading pest control service in Cranberry Township, PA, specializing in comprehensive termite treatment solutions. Highlands City Termite Removal Experts combine years of experience with state-of-the-art techniques to swiftly and effectively eliminate termites from residential and commercial properties. Trust Highlands City Termite Removal to safeguard your home or business from these destructive pests, ensuring long-lasting peace of mind.
Business hours:
	Mon-Fri: 6:00 am - 7:00 pm, Sat: 8:00 am - 4:00 pm, Sun: Closed
For more information, please contact us with the details below:
Contact Telephone:
	724-204-6234
Contact Email:
brandon@termitecranberrytownship.com","United States, Cranberry Twp, PA 16066",['Other'],None,None,None,2019/01/1,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Connext,https://www.connext.solutions,None,"We help companies build custom, dedicated support teams based on their exact needs. We handle the recruiting, HR, IT, facilities and provide co-management and consulting support along the way.
Connext was originally established in 2014 to address specific pain points we experienced in the traditional outsourcing model. The company has grown from a local business services provider to a booming global enterprise with a growth rate exceeding 80%. Since 2019, we have doubled our growth and now support middle-market companies across the United States and Europe.","United States, Honolulu, HI 96707",['Staffing / Employment Agencies'],Mature,None,None,2014/06/23,None,1 000,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
The Odd Pro,https://theoddpro.com/,None,"Odd Pro - Where Success Meets Support!
Are you ready to embrace success and take charge of your growth? At The Odd Pro, we're more than just support - we're your dedicated partners on the path to triumph. 
The Odd Pro is a dedicated support system that empowers individuals to achieve personal and professional success. We offer a comprehensive range of services, including therapy, mentoring, networking events, and emergency resources, tailored to help professionals, entrepreneurs, startup owners, students, and anyone seeking guidance and support.
Our Solutions:

Career Development: Excel in your career and reach new heights of success with expert guidance.
Personal Growth: Nurture emotional well-being and explore growth in a safe, supportive space.
Financial Management: Master essential skills to secure your future and manage finances wisely.
Education and Skill Development: Dive into a treasure trove of resources for continuous learning and improvement.
Transitioning to Adulthood: Tackle adulthood challenges confidently, with us having your back.
Balancing Priorities: Rely on our emergency resources and unwavering support during uncertain times.

Our Unique Perks:

Exclusive Discounts: Save up to 50% on travel, dining, and more - incredible savings await!
Engaging Networking Events: Connect, collaborate, and unlock exciting opportunities with like-minded individuals.

Why Choose The Odd Pro:

Affordable Membership starting at $25 only: Experience life-changing benefits for just $25 per month - accessible to all.
Dedicated Customer Service: Real-life agents providing prompt, personalized support.
Performance Tracking: Maximize your potential with effortless earnings monitoring through your affiliate dashboard.

Join Odd Pro now, and let success find its way to you!","United States, Las Vegas, NV 89147",['Other'],None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Falcon Services,https://callfalcon.com/,None,"Description:
	Falcon Service is a full-service electrical service company dedicated to providing high-quality and reliable solutions to our clients. With years of experience and a team of certified electricians, we strive to exceed customer expectations and deliver unparalleled service. Our mission is to deliver exceptional electrical services with a focus on safety, efficiency, and customer satisfaction.
Business Hours: 
	Mon-Fri: 08:00 - 17:00
	Sat-Sun: Closed
Payment Methods: 
	Cash, Visa, ATM / Debit, Mastercard, American Express, Discover
For more information, please contact us with the following details: 
Contact Telephone: 
	+1 503-208-4709","United States, Portland, OR 97225",['Other'],None,None,None,2013/01/1,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Too Conceited Hair Creations,https://conceited-hair-creations.chrone.work/,None,"Too Conceited Hair Creations, a premier hair salon in Houston, Texas, offers a wide range of services catered to your needs. Our skilled stylists, trained in the latest techniques, strive to create exceptional hairstyles that reflect your unique personality. Whether you're looking for elegant braids, flawless weaves, or stunning natural hairstyles, we have you covered. As experienced hair extension technicians, we can also provide you with luscious and voluminous hair that you've always dreamt of. At Too Conceited Hair Creations, we are dedicated to helping you achieve your hair goals and boost your confidence. Book now for a personalized and empowering hair experience that will leave you feeling fabulous. Best Hair Dressers and Stylists in Houston Book us on : https://conceited-hair-creations.chrone.work/","United States, Houston, TX 77057",['Startup Services'],None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
CoyAmore,https://www.coyamore.com,None,"CoyAmore is an innovative dating app specifically designed for introverts, providing a comfortable and inclusive platform for individuals who prefer a more introverted approach to dating. Our mission is to create meaningful connections while respecting and embracing the unique qualities of introverted individuals.
At the heart of CoyAmore lies a sophisticated matching algorithm, meticulously crafted based on the renowned concept of the five universal love languages. By incorporating these love languages into our algorithm, we ensure that our users find compatible matches who understand and appreciate their emotional needs and communication styles. Whether it's words of affirmation, acts of service, receiving gifts, quality time, or physical contact, CoyAmore's algorithm considers these aspects to foster deep and meaningful connections.
Understanding the anxieties and concerns that can accompany dating, especially for introverts, CoyAmore offers a variety of features tailored to address these specific needs. One such feature is our unique blind date option, which allows users to ask each other without fear of directly initiating themselves. This way, introverted individuals can explore potential connections at their own pace, building comfort and confidence before taking the next step.
Additionally, CoyAmore goes beyond being just a dating app. We aim to foster a supportive community for introverts, providing a space where they can connect with like-minded individuals and share experiences.","United States, Appleton, WI 54911",['Other'],Shipping,None,None,2022/03/2,None,5,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Redford Insulation LFL,https://www.insulationredford.com/,None,"No matter what type of property you own, home or business—it's important to have proper insulation installed in order to maximize energy efficiency.","United States, Redford,, MI 48240",['Other'],None,None,None,2008/07/7,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Vapor Cartridge Technology,https://vaporcartridgetechnology.com,None,"Vapor Cartridge Technology, VCT, is a patented and FDA approvable process for extracting essential oils and resins from cannabis and an FDA approvable device for delivering a pure and exact dose of the extracted oils/resins as a consistently reliable precise inhalable vapor. This cutting-edge technology once commercialized will deliver a pure and exact dose of inhalable vapor and will be far more cost effective than current methods in both medical and recreational markets.","United States, Stillwater, MN 55082",['Biotechnology / Chemicals'],None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Wadhwani & Shanfeld,https://www.wslaw.com/palmdale-bankruptcy-lawyer/,None,"Description:
	Our team at Wadhwani & Shanfeld will guide you with bankruptcy, as it is our firm's primary focus. We have in-depth knowledge of the laws, backed by years of experience helping clients manage debt. Please contact us to set up a consultation with a Palmdale bankruptcy lawyer, and read on for some information about what we do.
Business Hours: 
	Mon-Fri: 09:00 - 17:00
	Sat-Sun: Closed
For more information, please contact us with the following details: 
Contact Telephone: 
	+1 661-338-5569
Contact Email: 
greg@wslaw.com","United States, Palmdale, CA 93550",['Other'],None,None,None,None,None,10,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Elite Hair Group,https://elite-hair-group.chrone.work/,None,"Elite Hair Group is a professional hair salon located in the heart of Raleigh. I specialize in exceptional hair care services ranging from haircuts, color treatments, styling, to hair extensions. I am committed on giving you the ultimate hair experience and bring your hair vision to life. Best Day Spa Stylist in Raleigh. Book us on https://elite-hair-group.chrone.work/.","United States, Raleigh, NC 27615",['Fashion / Lifestyle / Textile'],None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Darrick Larkin,https://skullmp3.us,None,"Skullmp3 is your go-to music site for all things music-related. As a prominent online platform, we offer an extensive collection of songs, albums, and playlists from various genres and artists. Our user-friendly interface allows for easy navigation and seamless music streaming. Additionally, we take pride in providing insightful and unbiased reviews of other music sites, assisting our users in finding the best music platforms that suit their preferences. Whether you're seeking the latest hits or digging hidden gems, we are here to elevate your musical journey. Immerse yourself in a world of melody and discover new horizons with us!","United States, El Cajon, CA 92021",['Advertising / PR / Marketing'],None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Senior Helpers,https://www.seniorhelpers.com/wa/seattle,None,"Description:
	Senior Helpers in Seattle provides quality home health care services assisting the elderly in the comfort of their own home. Our skilled care professionals can assist seniors for an array of reasons, whether it's help with daily activities, more intimate personal care, or dependable, affordable home health care, we will ensure you find the perfect situation for your senior family member. Call 425-656-8811 for a free consultation.
Business Hours:
	Mon-Sun: Open 24 Hours
For more information, please contact us with the following details: 
Contact Telephone:
	+1 425-656-8811","United States, Auburn, WA 98002",['Other'],None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Movement Redefined Physical Therapy & Wellness,https://movementredefinedaz.com/,None,"Description:
	In the past, you have tried everything to achieve this goal. But, nothing seems to work and you feel like you truly have not found the root cause of your problems. Other doctors have “examined” you, but no one has offered a real solution. You have heard physical therapy can help resolve your issue, however, what you feel like you desire is a comprehensive treatment plan to address your specific needs. Our team of physical therapy experts have the solution.
Dr. Ben Barrantes PT, DPT has developed a niche area in the practice of Physical Therapy, specializing in one on one patient care. He enjoys working with individuals looking to decrease their pain, for a variety of sports and orthopedic conditions. This includes post-operative rehabilitation, joint pain, arthritis, muscle strains, ligament sprains, and sports-related injuries. Dr. Ben has over 15 years of experience working in the fitness industry, which he now also applies to his clinical-level training to serve his clientele with the most optimal approach possible when achieving their set goals.
Background Education & Credentials:
	Doctorate of Physical Therapy @ A.T. Still University in Mesa, AZ
	B.S. Applied Exercise Science @ Western Oregon University
	Minor in Human Biology @ Western Oregon University
	Cert-DIN (Dynamic Integrative Needling) @ Institute of Manual & Integrative Therapy
	SMT-1 (Spinal Manipulative Therapy) @ American Academy of Manual Therapy - in progress
	Performance Enhancement Specialist @ National Academy of Sports Medicine
	FMT Advanced Blades @ RockTape Practitioner
(read more at)
https://movementredefinedaz.com/about-us/
Business Hours:
	Mon-Fri: 07:00 - 17:00
	Sat-Sun: Closed
For more information, please contact us with the following details:
Contact Telephone:
	+1 602-878-9662
Social Media Profiles:
https://www.instagram.com/movementredefined/","United States, Phoenix, AZ 85014",['Healthcare / Medical Services'],None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Council Bluffs​ Roofing LFL,https://www.roofingcouncilbluffs.com/,None,"Welcome to our roofing company, where we are committed to providing high-quality roofing services in Council Bluffs, IA. We have been in the business for years and have built a strong reputation as expert roofers. We take pride in our work and strive to make sure our clients are completely satisfied with the quality of our service. 
Our team is comprised of experienced professionals who have all gone through extensive training in order to deliver the best results possible. Our staff is friendly, knowledgeable, and always willing to help answer any questions you may have about our services. We use only the highest quality materials for every job, so you can rest assured that your roof will last for many years to come.","United States, counil bluffs, IA 51503",['Startup Services'],None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Armstrong Lee & Baker LLP,https://albtriallawyers.com,None,"Description:
	Our lawyers are dedicated to providing top-quality legal services to clients who have experienced life-altering accidents or injuries. We specialize in handling various types of personal injury cases and are committed to seeking justice for our clients. If you or someone you know has been injured, feel free to reach out to us for a free consultation. We carefully assess every case and, as trial lawyers, believe that every injured individual deserves their day in court.
Business hours:
	Mon-Fri: 08:30 - 18:00, Sat-Sun: Closed
For more information, please contact us with the details below:
Contact Telephone:
	832-709-1124
Other Social Media Profiles:
https://www.linkedin.com/company/armstrong-lee-llp/","United States, Houston, TX 77092",['Other'],None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Whop,https://whop.com,None,"Whop is a platform to service the internet economy. Millions of people are building new products that they are selling guerrilla-style on social media and forums throughout the internet. Whop gives these sellers a sleek storefront that can accept payments, seamlessly deliver digital products, and attract new customers visiting our marketplace.","United States, Brooklyn, NY 11249",['Other'],Shipping,None,None,2020/12/1,None,25,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Shuddl,https://shuddl.io,None,"Founded in 2022, Shuddl is the first company to offer an AI-powered logistics marketplace for businesses to move cargo sustainably, repurposing wasted space in transit. 
Through proprietary predictive technology, Shuddl brings immediate pricing paired with confirmed future space, which allows smaller (Less Than Truckload) shipments to move on less than full truckload shipments already in motion. 
Shuddl’s shipping solutions dramatically simplify logistics, reduce carbon emissions, and give both shippers and drivers the most precise delivery times in the industry.","United States, San Diego, CA 92103",['Other'],Shipping,None,None,2022/03/10,None,25,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
ELG Estate Planning,https://elderlawgroupwa.com/,None,"Description:
Compassion and respect: two words that drive ELG Estate Planning to provide capable Estate Planning and Elder Law services for our clients. Our goal is to make Estate Planning, Elder Law, Long-Term Care Planning, and other important issues as stress-free as possible.
Business Hours:
Mon-Fri: 08:30 - 17:00
Sat-Sun: Closed
For more information, please contact us with the following details: 
Contact Telephone:
(509) 468-0551
Social Media Profiles:
https://www.linkedin.com/company/elder-law-group-pllc/","United States, Spokane, WA 99205",['Other'],None,None,None,2006/01/1,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
WhiskeyD,https://whiskeyd.com,None,"WhiskeyD.com is the haven for passionate whiskey connoisseurs!
Our unwavering commitment to exceeding expectations enables us not just to provide top-selling whiskies, but also those rare, exquisite, limited-edition spirits that delight the most sophisticated tastes. Our impressive assortment extends across Rye Whiskey, Bourbon, American Whiskey, Scotch Blended Whisky, Canadian Whisky, Irish Whiskey, Japanese Whisky, Flavored Whiskey, and other high-quality spirits.
This vast selection establishes us as the top-tier destination for whiskey aficionados!","United States, Long Beach, CA 90803",['E-commerce'],Shipping,None,None,2023/06/1,None,5,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Freight Checkers,http://freightcheckers.com/,None,"Description:
	Freight Checkers makes monitoring and rating freight brokers for motor carriers easy. Freight Checkers is the first rating and monitoring service to cover not only freight brokers but shippers, receivers, diesel mechanic shops and truck stops as well! Freight Checkers should help carriers make much more informed decisions about who they do business with and should hold those business partners to a level of accountability they have not had before.
Business Hours: 
	Mon: 08:00 - 17:00
	Tue: 08:00 - 17:00
	Wed: 08:00 - 17:00
	Thu: 08:00 - 17:00
	Fri: 08:00 - 16:00
	Sat: Closed
	Sun: Closed
Payment Methods: 
	Visa, Mastercard, American Express, Discover, ATM / Debit
For more information, please contact us with the following details: 
Contact Telephone: 
	(662) 932-3775
Social Media Profiles: 
https://www.linkedin.com/company/70932425/admin/feed/posts/","United States, Olive Branch, MS 38654",['Other'],None,None,None,2019/01/1,None,10,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Lessonpal,https://lessonpal.com,None,"Lessonpal is an online marketplace for lessons and tutoring services. Our mission is to make education more accessible and affordable. We connect learners with passionate, knowledgeable, and caring teachers who believe in making a difference.
Lessonpal is the most friendly and reliable platform for teachers and learners. Unlike agencies and other intermediaries that charge high commissions and make lessons and tutoring more expensive, Lessonpal takes a nominal commission to cover the payment processing fees and platform development, hosting, operations, and support costs.","United States, Cupertino, CA 95014",['Education'],Shipping,None,None,2020/01/1,None,25,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Paint Protection Film Las Vegas LFL,https://www.lasvegaspaintprotectionfilm.com/,None,"When it comes to maintaining the appearance of your vehicle, there's no superior option than our paint protection film services in Summerlin Las Vegas, NV. Whether you require paint protection film application, scratch removal, or even window tinting, we possess all the necessary expertise and equipment to ensure that your vehicle maintains its optimal aesthetics. So why delay? Get in touch with us today and let us assist in preserving the pristine look of your vehicle every day!
OUR SERVICES:
	Paint Protection Film
	Window Film
	Headlight Protection Film
	Surface Protection","United States, las vegas, NV 89101",['Automotive and Services'],None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Broad Creek Manor Assisted Living,https://www.broadcreekassistedliving.com/,None,"Description:
	Broad Creek Manor assisted living facility is licensed by the state of Maryland and complies with all regulations regarding housing, personal care services, and access to health care to seniors. 
We help our residents who need assistance with their activities of daily living (ADLs) such as meals, taking medications, bathing, and dressing. 
Assistance and care is given in a way that promotes maximum independent living.
Business Hours:
	Mon: 10:00 - 19:00
	Tue: 10:00 - 19:00
	Wed: 10:00 - 19:00
	Thu: 10:00 - 19:00
	Fri: 10:00 - 19:00
	Sat: 10:00 - 19:00
	Sun: 10:00 - 19:00
 
For more information, please contact us with the following details:
Contact Email:
scott.chaney@broadcreekmanor.com
Contact Telephone:
	(410) 452-0004
Social Media Profiles: 
https://www.instagram.com/broadcreekmanor/","United States, Whiteford, MD 21160",['Healthcare / Medical Services'],None,None,None,2020/01/1,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Seattle Bath and Shower,http://seattlebathandshower.com/,None,"Description:
	We are a locally founded and operated company specialized in bathroom renovation. Our team poses a combined 10+ years of experience. We put customer in the center of our business with our life-time transferable guarantees and expected 2-week turnaround time. 
Business Hours:
	Mon-Sat: 10:00am - 4:00pm
	Sun: Closed
For more information, please contact us with the following details: 
Contact Telephone:
	+1 206-453-5137
Other Social Media Profiles:
https://www.instagram.com/seattlebathandshower/?_ga=2.254873345.82044047...","United States, Seattle, WA 98125",['Other'],None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Plobal Apps,https://www.plobalapps.com,None,"Get a personalised mobile app for your Shopify store and professional advice to reach your audience around-the-clock. Utilise personalised push alerts to raise sales and customer retention. 
- Decrease abandoned carts by 5x while increasing customer retention by 20%
- 24/7 access to certified mobile commerce experts
E-Commerce best shopify mobile app builder. By creating fully Native iOS & Android Shopify mobile apps, you can increase your mobile sales & conversions.","United States, Middletown, DE 19709","['E-commerce', 'IT.SaaS']",Mature,None,None,2016/03/21,None,200,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
SBSA Technologies,https://www.sbsatech.com,None,"SBSA Technology is an EDI cloud-based platform that offers connectivity with the largest network of partners. It features automation in sales order processing issued by your customers, marketplaces, retailers, distributors, and e-commerce platforms. Generate shipping labels, BOL, and SSCC box labels with one click. The process syncs record keeping with a variety of accounting systems (ERP: QuickBooks, Xero, NetSuite, etc.).","United States, New York, NY 10001",['IT.Software'],Shipping,None,None,2014/05/1,None,50,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
